ID,Case Number,Date,Block,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Updated On,Latitude,Longitude
23463,JA353895,7/18/2017 22:51,016XX W 18TH PL,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,1234,12,25,31,2017,7/25/2017 15:48,41.85685705,-87.66753847
23464,JA356172,7/20/2017 16:10,053XX S CALUMET AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,231,2,3,40,2017,7/27/2017 15:50,41.79781341,-87.6176794
23465,JA356614,7/20/2017 21:25,020XX S PULASKI RD,FIRST DEGREE MURDER,CTA PROPERTY,FALSE,FALSE,1014,10,24,29,2017,7/27/2017 15:50,41.85401071,-87.72482201
23466,JA358110,7/21/2017 22:35,088XX S EGGLESTON AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2223,22,21,71,2017,7/28/2017 15:47,41.73377779,-87.63503872
23467,JA359314,7/22/2017 22:05,071XX S ARTESIAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,832,8,18,66,2017,7/29/2017 15:56,41.76370043,-87.68443979
23468,JA359495,7/23/2017 2:39,036XX W CHICAGO AVE,FIRST DEGREE MURDER,PARKING LOT,FALSE,FALSE,1112,11,27,23,2017,7/30/2017 15:51,41.89545729,-87.71661999
23469,JA359626,7/23/2017 9:25,015XX E 82ND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,411,4,8,45,2017,7/30/2017 15:51,41.74601319,-87.58637073
23470,JA359969,7/23/2017 12:34,070XX S VERNON AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,322,3,6,69,2017,7/30/2017 15:51,41.7666103,-87.61407476
23471,JA360638,7/23/2017 21:59,054XX S DAMEN AVE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,932,9,16,61,2017,8/31/2017 15:52,41.79479609,-87.67432743
23472,JA360788,7/24/2017 2:18,027XX S KOMENSKY AVE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,1031,10,22,30,2017,7/31/2017 15:53,41.8415948,-87.72569566
23473,JA362089,7/24/2017 23:06,071XX S RHODES AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,323,3,6,69,2017,7/31/2017 15:53,41.76488793,-87.61161611
23474,JA362095,7/24/2017 22:30,063XX S ROCKWELL ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,825,8,15,66,2017,8/31/2017 15:52,41.77871274,-87.68851572
23308,JA146899,2/15/2017 11:20,003XX S CANAL ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,121,1,2,28,2017,8/1/2017 15:52,,
23475,JA362123,7/25/2017 6:25,003XX N LOREL AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1523,15,28,25,2017,8/1/2017 15:52,41.88632995,-87.75895568
23476,JA363474,7/25/2017 22:32,078XX S CARPENTER ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,612,6,17,71,2017,8/1/2017 15:52,41.75154459,-87.65012821
23477,JA364517,7/26/2017 17:04,047XX W MAYPOLE AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1113,11,28,25,2017,8/31/2017 15:52,41.88447165,-87.74370638
23489,HZ178954,7/22/2017 4:39,082XX S EMERALD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,622,6,21,71,2017,8/3/2017 15:49,41.74421366,-87.64263542
23491,Z582023,6/20/2017 12:30,132XX S CORLISS AVE,FIRST DEGREE MURDER,CHA PARKING LOT,FALSE,FALSE,533,5,9,54,2017,8/3/2017 15:49,41.65497114,-87.60230584
23479,JA365085,7/27/2017 2:01,015XX S MILLARD AVE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,1014,10,24,29,2017,8/3/2017 15:52,41.85982778,-87.71644853
23480,JA366387,7/27/2017 23:00,020XX E 71ST ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,331,3,5,43,2017,8/3/2017 15:52,41.76624999,-87.57552784
23478,JA366269,7/27/2017 20:55,005XX N STATE ST,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,1831,18,42,8,2017,8/20/2017 15:49,41.89194817,-87.62807389
23481,JA365311,7/27/2017 9:00,015XX W 63RD ST,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,713,7,16,67,2017,8/3/2017 15:52,41.77950319,-87.66217977
23482,JA366549,7/28/2017 2:50,005XX W IOWA ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1823,18,27,8,2017,8/4/2017 15:50,41.89834717,-87.64197242
23483,JA366754,7/28/2017 10:33,002XX W 107TH ST,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,513,5,34,49,2017,8/4/2017 15:50,41.69980061,-87.62923262
23484,JA367390,7/28/2017 18:30,013XX N LOCKWOOD AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2532,25,37,25,2017,8/4/2017 15:50,41.90443321,-87.75830488
23485,JA367791,7/28/2017 23:32,025XX W LITHUANIAN PLAZA CT,FIRST DEGREE MURDER,STREET,FALSE,FALSE,832,8,15,66,2017,8/4/2017 15:50,41.76828691,-87.68651969
23486,JA366923,7/28/2017 18:00,015XX S ST LOUIS AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1021,10,24,29,2017,8/4/2017 15:50,41.85984927,-87.71279574
23487,JA370013,7/30/2017 16:53,098XX S PEORIA ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2223,22,21,73,2017,8/6/2017 15:53,41.71562954,-87.64549079
23488,JA370541,7/31/2017 0:57,024XX N MEADE AVE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,2512,25,29,19,2017,8/7/2017 15:52,41.92441568,-87.77816696
23490,JA371025,7/31/2017 12:33,072XX S ARTESIAN AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,832,8,18,66,2017,8/7/2017 15:52,41.76211945,-87.68439341
23492,JA365696,8/1/2017 22:27,007XX N LAWNDALE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,2017,8/8/2017 15:53,41.89428577,-87.71871747
23493,JA375386,8/3/2017 11:45,056XX S RICHMOND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,824,8,14,63,2017,8/10/2017 15:56,41.79085074,-87.69737822
23494,JA378987,8/5/2017 23:19,003XX W 57TH ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,711,7,3,68,2017,8/12/2017 15:49,41.79085245,-87.63437929
23495,JA379223,8/6/2017 2:50,017XX S NEWBERRY AVE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,1235,12,25,31,2017,8/13/2017 15:52,41.85878173,-87.64764442
23498,JA378169,8/6/2017 21:54,033XX W WASHINGTON BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1123,11,28,27,2017,8/13/2017 15:52,41.882754,-87.70997789
23496,JA379329,8/6/2017 5:41,069XX W 65TH ST,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,812,8,23,64,2017,8/31/2017 15:52,41.77380925,-87.79406942
23497,HZ371861,8/7/2017 13:58,020XX N KEDZIE AVE,FIRST DEGREE MURDER,CHA APARTMENT,TRUE,TRUE,1413,14,35,22,2017,8/19/2017 15:48,41.9186078,-87.70701297
23499,JA383393,8/8/2017 23:17,000XX E 37TH PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,213,2,3,35,2017,8/15/2017 15:58,41.82648144,-87.62408919
23503,JA383520,8/9/2017 3:08,013XX W HURON ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1215,12,27,24,2017,8/16/2017 16:03,41.89436712,-87.65982894
23504,JA384701,8/9/2017 20:53,060XX S MAPLEWOOD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,825,8,15,66,2017,8/16/2017 16:03,41.78418703,-87.68743789
23505,JA384146,8/9/2017 15:29,001XX S LOCKWOOD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,2017,8/16/2017 16:03,41.87907033,-87.75764368
23506,JA384949,8/10/2017 2:22,012XX N GREENVIEW AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1433,14,1,24,2017,8/17/2017 15:54,41.90433464,-87.66507277
23507,JA385764,8/10/2017 16:04,041XX S WALLACE ST,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,925,9,11,61,2017,8/17/2017 15:54,41.81838975,-87.64092179
23508,JA387804,8/12/2017 4:39,070XX S EMERALD AVE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,732,7,6,68,2017,8/19/2017 15:50,41.7663224,-87.64319743
23509,JA388710,8/12/2017 21:55,026XX W 15TH ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1023,10,28,29,2017,8/19/2017 15:50,41.86108765,-87.69243906
23510,JA388904,8/13/2017 0:32,013XX N HUDSON AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1821,18,27,8,2017,8/20/2017 15:51,41.9071396,-87.63968072
23511,JA388927,8/13/2017 1:13,014XX W 54TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,934,9,16,61,2017,8/20/2017 15:51,41.79589651,-87.66152835
23512,JA389130,8/13/2017 7:35,010XX W MONTROSE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1913,19,46,3,2017,8/20/2017 15:51,41.96175891,-87.65595766
23513,JA389742,8/13/2017 17:46,102XX S EWING AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,432,4,10,52,2017,8/20/2017 15:51,41.70912104,-87.53528725
23514,JA389742,8/13/2017 17:46,102XX S EWING AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,432,4,10,52,2017,8/20/2017 15:51,41.70912104,-87.53528725
23515,JA389742,8/13/2017 17:46,102XX S EWING AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,432,4,10,52,2017,8/20/2017 15:51,41.70912104,-87.53528725
23516,JA389322,8/13/2017 11:47,002XX S LARAMIE AVE,FIRST DEGREE MURDER,CHURCH,FALSE,FALSE,1522,15,29,25,2017,8/20/2017 15:51,41.87720717,-87.75495052
23517,JA389322,8/13/2017 11:45,002XX S LARAMIE AVE,FIRST DEGREE MURDER,CHURCH,FALSE,FALSE,1522,15,29,25,2017,8/20/2017 15:51,41.87720717,-87.75495052
23518,JA390082,8/14/2017 0:25,030XX W 60TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,824,8,16,66,2017,8/21/2017 15:52,41.78449547,-87.69895901
23519,JA390367,8/14/2017 10:57,015XX E 68TH ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,332,3,5,43,2017,8/21/2017 15:52,41.77150406,-87.58707585
23523,JA351991,8/14/2017 4:14,012XX S CANAL ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,124,1,2,28,2017,8/21/2017 15:52,41.86650561,-87.63922435
23520,JA326235,8/15/2017 2:22,039XX W DIVISION ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,2017,8/22/2017 15:55,41.90268041,-87.72542172
23521,JA392205,8/15/2017 15:17,078XX S HOMAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,835,8,18,70,2017,8/22/2017 15:55,41.75026489,-87.70729615
23522,JA393092,8/16/2017 9:16,024XX S SACRAMENTO AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1024,10,22,30,2017,8/23/2017 15:57,41.84732719,-87.70022148
23524,JA392890,8/16/2017 7:06,054XX W RICE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1524,15,37,25,2017,8/23/2017 15:57,41.89579394,-87.76152279
23525,JA393783,8/16/2017 16:46,097XX S YATES AVE,FIRST DEGREE MURDER,PARK PROPERTY,TRUE,FALSE,431,4,7,51,2017,9/1/2017 15:52,41.71823749,-87.56464942
23334,JA218163,4/9/2017 9:16,091XX S WOODLAWN AVE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,413,4,8,47,2017,8/24/2017 15:54,41.72860378,-87.59493608
23526,JA395763,8/18/2017 2:35,068XX S JEFFERY BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,331,3,5,43,2017,8/25/2017 15:49,41.77066871,-87.57642162
23527,JA396131,8/18/2017 12:00,026XX W 31ST ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1034,10,12,30,2017,8/25/2017 15:49,41.83776002,-87.69022419
23528,JA397347,8/19/2017 4:46,122XX S GREEN ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,524,5,34,53,2017,8/26/2017 15:52,41.67151268,-87.64291537
23529,JA397956,8/19/2017 16:32,063XX S CARPENTER ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,724,7,16,68,2017,8/26/2017 15:52,41.77903847,-87.65084103
23530,JA398544,8/20/2017 2:19,070XX S PAULINA ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,735,7,17,67,2017,8/27/2017 15:48,41.76624743,-87.66628045
23531,JA398560,8/20/2017 2:21,010XX W MAXWELL ST,FIRST DEGREE MURDER,SCHOOL YARD,FALSE,FALSE,1232,12,2,28,2017,8/27/2017 15:48,41.86468792,-87.65235022
23532,JA398576,8/20/2017 2:35,119XX S LOOMIS ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,524,5,34,53,2017,8/27/2017 15:48,41.67749962,-87.65655282
23533,JA398662,8/20/2017 5:31,038XX S ARCHER AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,911,9,12,58,2017,8/27/2017 15:48,41.82341734,-87.68904329
23534,JA398642,8/20/2017 5:35,077XX N ASHLAND AVE,FIRST DEGREE MURDER,STAIRWELL,FALSE,FALSE,2422,24,49,1,2017,8/27/2017 15:48,42.02163826,-87.67071685
23535,JA399402,8/20/2017 19:01,030XX W POLK ST,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,1134,11,28,27,2017,8/27/2017 15:48,41.8709972,-87.70186046
23536,JA398125,8/20/2017 11:12,036XX W DIVERSEY AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2524,25,35,22,2017,8/27/2017 15:48,41.93190228,-87.71793752
23537,JA401885,8/22/2017 17:13,052XX S BISHOP ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,934,9,16,61,2017,8/29/2017 15:56,41.79855024,-87.66106054
23538,JA402750,8/23/2017 11:02,032XX W CORTLAND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1422,14,26,22,2017,8/30/2017 15:57,41.91555266,-87.70938327
23539,JA404072,8/24/2017 9:50,059XX W FULLERTON AVE,FIRST DEGREE MURDER,VACANT LOT,TRUE,FALSE,2515,25,29,19,2017,8/31/2017 15:54,41.92384006,-87.7749089
23540,JA406553,8/26/2017 2:26,062XX S DR MARTIN LUTHER KING JR DR,FIRST DEGREE MURDER,STREET,FALSE,FALSE,313,3,20,42,2017,9/2/2017 15:51,41.78161502,-87.61565967
23541,JA406604,8/26/2017 5:25,036XX W OHIO ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1122,11,27,23,2017,9/2/2017 15:51,41.89178318,-87.71669941
23547,JA406427,8/26/2017 18:26,059XX S MORGAN ST,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,FALSE,FALSE,712,7,16,68,2017,9/2/2017 15:51,41.78649959,-87.64981588
23542,JA407612,8/27/2017 9:12,062XX S LAFLIN ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,713,7,16,67,2017,9/3/2017 15:50,41.78087326,-87.66182451
23543,JA407423,8/27/2017 14:06,033XX W POTOMAC AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1422,14,26,23,2017,9/3/2017 15:50,41.90462847,-87.71000026
23544,JA407726,8/27/2017 5:25,064XX S CHAMPLAIN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,312,3,20,42,2017,9/3/2017 15:50,41.77785253,-87.60952399
23545,JA408672,8/27/2017 21:32,020XX S LEAVITT ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1234,12,25,31,2017,9/3/2017 15:50,41.85429324,-87.68080864
23546,JA409608,8/28/2017 17:00,056XX S ARTESIAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,824,8,16,63,2017,9/4/2017 15:50,41.79092544,-87.68521038
23549,JA412885,8/31/2017 7:03,111XX S ASHLAND AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2234,22,34,75,2017,9/7/2017 15:53,41.69020277,-87.66304292
23550,JA413452,8/31/2017 16:55,014XX S SPRINGFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1011,10,24,29,2017,9/7/2017 15:53,41.86169934,-87.72260523
23551,JA413452,8/31/2017 16:55,014XX S SPRINGFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1011,10,24,29,2017,9/7/2017 15:53,41.86169934,-87.72260523
23552,JA415519,9/2/2017 2:30,083XX S HERMITAGE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,614,6,18,71,2017,9/9/2017 15:47,41.74208451,-87.66687136
23553,JA415643,9/2/2017 5:40,010XX N WALLER AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1511,15,29,25,2017,9/9/2017 15:47,41.89914092,-87.76797244
23554,JA417720,9/3/2017 21:53,008XX W 102ND ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2232,22,34,73,2017,9/10/2017 15:47,41.70871844,-87.64442549
23555,JA417818,9/3/2017 22:58,059XX W BELDEN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2515,25,37,19,2017,9/10/2017 15:47,41.92203037,-87.77409056
23556,JA418751,9/4/2017 18:45,049XX W WASHINGTON BLVD,FIRST DEGREE MURDER,STREET,FALSE,TRUE,1532,15,28,25,2017,9/11/2017 15:52,41.88177233,-87.74873639
23557,JA418987,9/4/2017 23:29,044XX S LAWLER AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,814,8,23,56,2017,9/11/2017 15:52,41.81227718,-87.74940175
23558,JA418824,9/4/2017 20:17,015XX S DRAKE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1021,10,24,29,2017,9/11/2017 15:52,41.8602291,-87.71402184
23562,JA419944,9/6/2017 2:00,080XX S MANISTEE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,422,4,7,46,2017,9/13/2017 15:52,41.74938809,-87.55770358
23563,JA420481,9/6/2017 5:27,052XX W GLADYS AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,2017,9/13/2017 15:52,41.87574004,-87.75624889
23564,JA421583,9/6/2017 21:55,063XX S CARPENTER ST,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,724,7,16,68,2017,9/13/2017 15:52,41.77879969,-87.65083623
23566,K295028,9/6/2017 7:00,072XX S STONY ISLAND AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,324,3,5,43,2017,9/13/2017 15:52,41.76305737,-87.58584686
23565,JA421797,9/7/2017 7:53,038XX W FLOURNOY ST,FIRST DEGREE MURDER,VACANT LOT,FALSE,FALSE,1133,11,24,26,2017,9/14/2017 15:49,41.87258622,-87.72165345
23567,JA423058,9/8/2017 2:37,011XX S TROY ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1134,11,24,29,2017,9/15/2017 15:51,41.86763617,-87.70448554
23568,JA424312,9/9/2017 2:37,053XX S SEELEY AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,932,9,16,61,2017,9/16/2017 15:53,41.79632639,-87.67558797
23569,JA425377,9/9/2017 23:59,114XX S YALE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,522,5,34,49,2017,9/16/2017 15:53,41.68623894,-87.62891921
23570,JA425377,9/9/2017 23:59,114XX S YALE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,522,5,34,49,2017,9/16/2017 15:53,41.68623894,-87.62891921
23571,JA425377,9/9/2017 23:59,114XX S YALE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,522,5,34,49,2017,9/16/2017 15:53,41.68623894,-87.62891921
23572,JA426323,9/10/2017 23:03,111XX S MICHIGAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,531,5,9,49,2017,9/17/2017 15:46,41.69237889,-87.62104615
23574,JA427871,9/12/2017 4:55,050XX W MONROE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,28,25,2017,9/19/2017 15:45,41.87941208,-87.75248504
23575,JA428533,9/12/2017 16:00,003XX S KILBOURN AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1131,11,24,26,2017,9/19/2017 15:45,41.87646356,-87.7377838
23573,JA427849,9/12/2017 3:26,075XX N SHERIDAN RD,FIRST DEGREE MURDER,GAS STATION,TRUE,FALSE,2422,24,49,1,2017,9/24/2017 15:45,42.01873434,-87.66588196
23576,JA429104,9/13/2017 0:41,023XX W MADISON ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1223,12,2,28,2017,9/20/2017 15:51,41.88117946,-87.68530897
23577,JA430510,9/14/2017 10:28,071XX S CARPENTER ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,733,7,17,68,2017,9/21/2017 15:52,41.76419226,-87.65045223
23578,JA432189,9/15/2017 11:58,064XX S TALMAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,825,8,15,66,2017,9/22/2017 15:51,41.77638653,-87.68966454
23579,JA432970,9/15/2017 22:17,047XX S FAIRFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,14,58,2017,9/22/2017 15:51,41.80785725,-87.69296255
23580,JA432970,9/15/2017 22:18,047XX S FAIRFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,14,58,2017,9/22/2017 15:51,41.80785725,-87.69296255
23581,JA432970,9/15/2017 22:19,047XX S FAIRFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,14,58,2017,9/22/2017 15:51,41.80785725,-87.69296255
23582,JA432970,9/15/2017 22:20,047XX S FAIRFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,14,58,2017,9/22/2017 15:51,41.80785725,-87.69296255
23583,JA434291,9/16/2017 21:12,097XX S MERRION AVE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,431,4,7,51,2017,9/23/2017 15:49,41.71779197,-87.56985961
23584,JA433522,9/16/2017 10:49,025XX W 58TH ST,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,824,8,16,63,2017,9/23/2017 15:49,41.78833974,-87.68705519
23585,JA434602,9/17/2017 3:14,075XX S SOUTH SHORE DR,FIRST DEGREE MURDER,STREET,FALSE,FALSE,421,4,7,43,2017,9/24/2017 15:46,41.76015578,-87.55675291
23586,JA434593,9/17/2017 3:40,005XX N LECLAIRE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1532,15,28,25,2017,9/24/2017 15:46,41.88996893,-87.75297337
23587,JA435313,9/17/2017 17:00,024XX S WESTERN AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1034,10,25,31,2017,9/24/2017 15:46,41.84817284,-87.68553208
23588,JA435558,9/17/2017 20:35,060XX S RICHMOND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,823,8,15,66,2017,9/24/2017 15:46,41.78356902,-87.69717519
23589,JA435701,9/18/2017 0:20,101XX S RACINE AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2232,22,34,73,2017,9/25/2017 15:57,41.7098761,-87.65263884
23590,JA437161,9/18/2017 23:30,029XX S ARCH ST,FIRST DEGREE MURDER,HALLWAY,FALSE,FALSE,913,9,11,60,2017,9/25/2017 15:57,41.83977313,-87.65844939
23591,JA438471,9/19/2017 21:53,097XX S GREEN ST,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,2223,22,21,73,2017,9/26/2017 15:52,41.7167119,-87.64429984
23592,JA440034,9/21/2017 1:25,030XX W 51ST ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,923,9,14,63,2017,9/28/2017 15:48,41.80087454,-87.70066061
23593,JA440584,9/21/2017 12:39,058XX W CORTLAND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2531,25,29,25,2017,9/28/2017 15:48,41.91428445,-87.77205663
23594,JA441464,9/22/2017 0:24,048XX W QUINCY ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,28,25,2017,9/29/2017 15:49,41.87768464,-87.7457553
23595,JA442596,9/22/2017 20:36,133XX S TORRENCE AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,434,4,10,55,2017,9/29/2017 15:49,41.65306216,-87.5592994
